ID	SENTIMENT	TEXT
temp_fbis_21.07.24-28603-6	neutral	Notably, he didn't restate the so-called `three nos' policy," said DPP legislator Parris Chang (Chang Hsu-ch'eng) of Bush's remarks on Taiwan during his two-day trip to Beijing that concluded yesterday afternoon.
20020304_20.50.30-97-10	neutral	We can only tackle climate change effectively through a multi-lateral process.
20020424_21.47.41-28228-23	negative	Chavez may be a petty-minded populist who had done great damage to his country's economy; but he is also the legitimately elected president of Venezuela.
temp_fbis_21.37.46-9337-16	positive	After a visit to Tibet in 2000, the Italian parliamentary delegation issued a press communique agreeing that the development of Tibet is far better than what has been reported by some Western media.
non_fbis_08.03.05-5625-17	neutral	Argentina adopted a strict fixed- currency regime and overhauled  its banks in the early 1990's.
20020315_20.22.38-4806-27	negative	He stated that the international anti-terror alliance could not be turned into a base on which to take some actions in opposition to other countries.
20020316_20.35.03-16511-3	neutral	Should one be surprised?
20011108_21.45.03-5180-16	negative	The way to peace does not lie in devious methods to circumvent the inalienable Palestinian rights.
20011201_21.19.03-816-33	neutral	And his "parachute" too.
temp_fbis_20.57.35-19171-5	neutral	Presented Thursday 14 February by President George W. Bush, this alternative plan for slowing down global warming moves away from the binding measures of implementation of the Kyoto Protocol, recently approved by more than 170 countries in Marrakech, but rejected in March 2001 by President Bush, who deemed it harmful to the US economy and reproached it for imposing constraints on industrialized countries only.
20020316_20.25.51-11532-10	neutral	Israeli forces, at the same time, attacked the southern Gaza town of Rafah.
20011124_20.49.56-27748-25	neutral	"Definitely," he said.
temp_fbis_21.07.24-28603-9	positive	"Bush has been very forthcoming in stating the US commitment to defend Taiwan against the possible use of force by China," said Chang, a specialist in international relations.
non_fbis_12.19.35-18077-4	negative	On the eve of voting due to start at 7 a.m. today, the United  States charged Mr. Mugabe's government with conducting a blatant  campaign of intimidation to win the poll.
20020326_21.07.32-24343-11	neutral	At the rear of the spaceship is the propulsion capsule to provide thrust to the spaceship in orbital control and return to earth.
20020121_21.25.32-10485-3	neutral	The official explanations - they had just got off the plane, the masks are for fear of spreading tuberculosis, they are dangerous - hardly ring true, they discredit the USA and would seem to confirm the prevalent assumption in many allied countries that the superpower has decided to wage war and administer justice all on its own.
20011225_20.43.49-8525-0	neutral	JAKARTA (Agency): Indonesia will not follow Argentina and halt payment of its national debt, top economics minister Dorodjatun Kuntjoro-Jakti said as quoted by AFP on Monday [24 December].
20011016_22.34.35-3190-2	neutral	The general said he currently commands up to 18,000 men, and about 4,000 Taleban fighters "with military hardware" have already gone over to his side.
20010914_22.24.21-23558-8	neutral	Espigares and Noble also said that Interpol has created a task force, named "September 11," after the date on which two hijacked airplanes crashed into the World Trade Center in New York City and another hit the Pentagon in Washington, leaving thousands dead.
non_fbis_12.19.24-26050-9	neutral	The official death toll from the Sept. 11 attacks stands at  3,122, including 25 Canadians.
20020316_20.35.03-16511-5	negative	He was as good as his word.
20011220_21.22.09-18839-58	neutral	In terms of revenues, the State Budget was executed in the amount of Hr28.3 billion (67.3% of the approved sum for the year), or 18.6% of GDP (this percentage takes into account relations with local budgets), with taxes accounting for 57.4% of all revenues.
20020207_20.23.04-14788-42	negative	This institution does not commit itself to the Chavez 'revolution.'
non_fbis_12.46.57-22041-46	neutral	If  I let it get to me I would have a very hard time doing my job."
20020320_20.36.59-7133-48	neutral	The basic principles of the Space Treaty 1967 oblige Australia as the launching state to open the possibility of humanitarian cooperation in the field of space endeavour.
non_fbis_09.11.12-16761-7	positive	We believe in peaceful settlement of this issue," Bush told a  news conference after talks with Jiang on the first day of his  visit.
20020516_22.23.24-9583-4	neutral	People become ill in seven or eight years, therefore, doctors cannot monitor all who have contracted the infection," he said.
20020205_20.41.01-8736-33	positive	White House and State Department Hasten to Smooth the Matter Over
non_fbis_13.44.36-19236-7	positive	President Daniel arap Moi of Kenya congratulated Mugabe, calling  his victory "testimony of the confidence and high esteem the  people of Zimbabwe hold in you."
20020404_21.30.26-14869-3	neutral	Concerning the presence of the U.S. and its NATO allies in the region, Rushailo said that the Russian position on cooperation between the Central Asian states and the anti-terrorist coalition is well known.
20020207_20.23.04-14788-50	positive	They demand a stop to all agreements with China and trials for corrupt officers.
20011130_12.26.48-19550-4	negative	Robinson, a particularly critical voice in guarding against human rights abuses in the wake of the September 11 attacks, said Wednesday the war on terrorism was taking a heavy toll on civil liberties.
temp_fbis_21.07.24-28603-27	positive	Fresh from his trip to Washington, where US government officials highlighted Taiwan's contribution to the war against terrorism, Chang said, "Even as a small country, we stood with the US at that critical moment, and the US appreciated that and has reciprocated what we've done."
20020111_21.05.06-7601-18	neutral	If it were to emerge from the comparison with domestic and foreign companies that certain companies do not rank among the world leaders in energy efficiency, they would have to present a plan to achieve the highest energy efficiency on time (by 2012).
temp_fbis_21.31.56-18015-11	negative	Chavez, whose mandate was due to end in 2006, was forced out of office by the country's armed forces who blamed him for the deaths of 15 people during demonstrations in the streets of central Caracas against an opposition protest which later became violent.
20011024_21.53.09-11428-13	neutral	Under the agreement, industrialised nations must reduce their emissions of greenhouse gases by an average of 5.2 per cent (from 1990 levels) from between 2008 to 2012.
20011130_12.26.48-19550-10	neutral	The United States earlier this week hinted it may expand its war against terrorism beyond Afghanistan to Iraq, bringing swift criticism from both Germany and France, who called for restraint in the future of the military campaign.
20020207_20.23.00-14747-11	neutral	Where is the evidence?
non_fbis_13.05.15-16517-2	neutral	Chavez, 47, presented his resignation to the military after top  commanders confronted him at the presidential palace.
20020322_21.05.41-14545-69	neutral	This struggle does not need a spontaneous uprising.
20011108_21.45.03-5180-6	neutral	The Israeli forces destroyed buildings and installations in those cities, arrested dozens of citizens, and killed dozens others.
20011230_21.17.41-25537-41	neutral	That leaves the most economically realistic solution, the one backed by the technical experts: Floating the currency, but it is also the most risky.
20011130_12.26.48-19550-3	positive	UN High Commissioner for Human Rights Mary Robinson, Walter Schwimmer, Secretary General of the Council of Europe and Ambassador Gerard Stoudmann of the OSCE's Office for Democratic Institutions and Human Rights said it was essential "that states strictly adhere to their international obligations to uphold human rights and fundamental freedoms" in the fight against terrorism.
non_fbis_08.09.29-13319-42	negative	Some aides to Mr. de la R?gued that  the federal government should seize Governor Ruckauf's Buenos  Aires provincial police force in order to control the rioting  that surged in the working-class neighborhoods that surround the  capital city.
20020306_15.20.41-10497-4	positive	The Chinese government was devoted to promoting and safeguarding human rights and fundamental freedoms, Kong said, and added there were "numerous cases" of human rights violations in the United States.
temp_fbis_21.10.31-12974-110	neutral	So there will not be less of a need for fuel if, on the average, one winter out of every three winters becomes much colder than the harshest previous one.
non_fbis_11.08.55-4179-32	positive	Some Washington diplomats consider giving back  the land a potential carrot for negotiation with a democratic  Cuban government.
20020118_21.15.18-84-23	positive	"The legal procedure in this case has been fully respected so far," said Jusif Halilagic, a deputy minister who represents the government in the chamber.
20020419_21.31.07-25924-0	positive	San Salvador, 17 April (ACAN-EFE) -- Salvadorian President, Francisco Flores, today defended his declaration of support for the interim Venezuelan Government headed by industrialist Pedro Carmona, indicating that the information that he had at the time was that Hugo Chavez had resigned the Presidency.
20020306_20.49.12-24038-3	neutral	Although developed countries are the world's main source of large-scale air pollution, Jordan's decision to sign the protocol is aimed at stressing its "commitment towards the different international conventions," Juneidi said.
20020221_21.03.19-22060-3	positive	Chien voiced his gratitude to Bush for "having honored his commitment" he pledged to Taipei before his Asian trip, which also took him to Japan and South Korea.
20020131_20.50.32-16604-17	negative	Sometimes the criticism was unexpectedly tough: Kenneth Roth, executive director of Human Rights Watch, said "the US Government cannot choose to wage war in Afghanistan with guns, bombs and soldiers, and then assert the laws of war do not apply."
non_fbis_08.54.02-18235-39	neutral	"It will happen," he says, "but not in  the time frame that will please tourism's advocates."
non_fbis_11.08.55-4179-5	positive	``It's an excellent location,'' she said.
20020315_20.21.54-4382-10	neutral	The above-mentioned statement by China is the first ever by an important country after the 11 September events in the United States.
20011024_18.09.35-13708-0	neutral	ZANU PF readies for war
20020117_21.05.07-9115-1	positive	"I would like to visit various countries at a more leisurely pace -- meet with the people of the land and travel not only to the capital but also to rural cities for sightseeing," the premier told a gathering in Tokyo.
20011008_22.27.34-26526-13	positive	The coming days will reveal whether or not they were effective, were sufficiently precisely targeted and limited in scope.
20011217_20.37.28-19761-28	negative	Israel's scheme is to make Palestine a vassal state and bring it under its control.
non_fbis_13.08.06-1812-10	neutral	The railcar  smoothly rolled 26 feet to a second work station, where the same  thing happened.
20020122_20.32.22-8496-0	positive	Prime Minister Anders Fogh Rasmussen (Liberal Party) has voiced his approval of the U.S. treatment of the 144 al-Qaida prisoners at the U.S. Guantanamo military base on Cuba.
20020415_21.33.22-7140-9	neutral	However, I do not mean that we overcame all problems.
20020322_21.05.41-14545-63	neutral	He has used the current constitution to stay in power.
non_fbis_16.23.04-4326-12	negative	Late Friday night, Argentines' impatience peaked, and Duhalde  faced the second and most widespread protest since he assumed  the presidency after similar protests forced his predecessors  from office.
non_fbis_12.44.14-20223-11	neutral	As the Washington Post reported, Foreign Office Parliamentary  Secretary Ben Bradshaw also explained that there were "no gags,  no goggles, no earmuffs and no shackles while (the prisoners)  are in their cells."
20011115_20.41.29-15150-5	neutral	Although a member of the Organization for Economic Cooperation and Development (OECD), South Korea is still regarded as a developing country and is not obliged to reduce its GHG emissions under the treaty.
20020423_21.35.03-11178-11	neutral	These nine carriers account for 90 percent of the traffic coming to India.
20011220_21.22.09-18839-103	neutral	This group totalled 971,200 persons at the beginning of November
non_fbis_12.04.00-12904-9	neutral	Already, Latin America's third-largest economy has declared a  moratorium on foreign debt payments - Rodriguez Saa's first act  as leader - and commerce has halted since cash withdrawals were  limited to $1,000 a month to stop a panic run on banks.
temp_fbis_20.41.29-25820-33	negative	Because the prisoners have the dual identities being the enemies and the weaker parties, the US Government must not act as if it is venting its personal grudge against them while detaining them.
non_fbis_11.04.20-23621-30	neutral	CONTINUING EFFECT
20011224_21.09.23-6361-11	neutral	He added: "We have not detected any signs of interference and we do not believe that the seals of the holds have been interfered with.
20020507_18.02.46-24802-2	negative	The US legislative branch even outbade the Israeli right wing.
20011114_20.42.07-7434-7	positive	Marx understands "the importance of the menu" for gaining the creditors' good will.
20010927_23.18.15-25073-3	positive	The military great power that towers over Afghanistan has committed itself to overthrow the ruling Taliban system, and has pledged to support the US "anti-terrorism military operation" now being prepared.
non_fbis_07.52.36-18982-22	neutral	They will spend most of their time separated, although they will  be allowed out of their cells in small groups for meals, showers  and some recreation.
20020129_20.52.23-14674-2	negative	Cde Mugabe told journalists at State House in Harare that the joint ACP/European Union and Commonwealth teams, which have been invited to observe the March 9 and 10 presidential election should not include Britain, which has been accused of interfering in the internal politics of Zimbabwe.
20011024_18.09.35-13708-9	negative	This had forced the army to implement some unpalatable measures, including the grounding of most of its entire fleet of Hawk fighter aircraft due to Britain's refusal to sell spare parts.
20020425_21.40.05-5224-6	negative	It is worth mentioning that the United States is currently implementing the principle that President George Bush announced following the 11 September attacks, which is that those who are not with him are against him.
20020220_20.47.21-9712-20	neutral	Just as President Bush himself has called for "peaceful resolution in connection with actions to be taken against the "Axis of Evil," the United States is viewed as organizing a global encirclement to achieve a diplomatic victory.
20011111_20.41.07-12494-5	negative	But, he added that the Qatari government had neither sought nor was given any commitment by Greenpeace not to undertake demonstrations.
20020201_20.45.53-22539-22	neutral	In other words: no pig meat or meat from animals from which all the blood has not been fully removed.
20020118_21.15.18-84-15	neutral	The Supreme Court of Bosnia's Muslim-Croat federation ruled on Thursday there was no reason to detain the six.
20010907_00.16.28-8800-24	neutral	What, however, was most remarkable in the conferences in New York and Genoa, was the fact that most decisions made, were based on interests and tastes of particular groups [lobbies].
20020322_21.05.41-14545-37	neutral	It was the President who directed that there be tripartite elections in Harare.
20020404_21.30.26-14869-0	neutral	DELHI. April 4 (Interfax) - The situation in Central Asia is stable and all threats to its security have been warded off, Russian Security Council Secretary Vladimir Rushailo told Russian journalists in Delhi on Thursday.
temp_fbis_21.39.02-16166-13	negative	The human rights report poses a substantial challenge to the US interpretation of good and evil.
non_fbis_11.08.41-17418-5	neutral	He told an audience  assembled in the colonial-style State House mansion that his  victory was a triumph against the West and whites who he said  had aligned against him and his governing party, the Zimbabwe  African National Union-Patriotic Front.
20011029_20.27.05-27044-13	neutral	He retired from the Pakistan Army on 27 October 2001 and was nominated as the Governor of Punjab.
20020331_21.11.01-23492-6	positive	Tang expressed his hope that Israel will implement Resolution 1402 of the United Nations Security Council unconditionally, withdraw its troops completely from Palestinian areas and solve the problems through peaceful means.
20020414_21.16.03-15717-0	neutral	Oil prices took a sharp downward trend after the quiet semi-coup d'etat by the American affiliated Venezuelan army generals who deposed the popularly elected president of Venezuela Hugo Chavez on Friday.
20011130_12.36.18-4189-26	negative	It is a mistake for the United States to use such an excuse to evade its responsibility.
20020205_20.41.01-8736-17	neutral	The article says that the United States tried hard to establish a new relationship with Iran last fall and expressed its appreciation for Iran's condemnation of terrorism.
non_fbis_12.22.23-26451-41	positive	The leaders of the Zimbabwean Liberators' Peace Forum, an  association of mainly Matabele veterans who fought in the  Rhodesian war through the 1970s, issued a dramatic request for  help from both within Zimbabwe and beyond.
20011112_20.33.43-387-17	neutral	The PNP, which believes it was a case of mistaken identity, could not explain why it took the gang two hours to know the identity of the lady.
20020118_21.16.16-1134-5	neutral	London insists it supports US reassurances that the men are being treated humanely, although there has also been criticism here over why it was taking diplomats so long to see the men.
temp_fbis_20.41.29-25820-68	neutral	This little cell will house two or more prisoners with the arrival of more captives in the future.
non_fbis_13.44.36-19236-14	negative	Mugabe's main challenger, Morgan Tsvangirai of the Movement for  Democratic Change, has rejected the outcome of the presidential  poll.
non_fbis_08.39.09-12713-32	neutral	Police fired tear gas and rubber bullets at one restless crowd,  injuring at least 12 people.
non_fbis_08.46.28-13637-140	negative	While he remains as firm as ever that the detainees are  "illegal combatants," not "prisoners of war," which would afford  them more rights under the Geneva Convention, he nicely avoids  plucking the only hair worth splitting--whether the captives'  status is his call.
non_fbis_11.30.45-27115-23	negative	It was established in 1903,  served as a World War II outpost against German U-Boats and has  been an incessant irritant to Fidel Castro -- who tried to tear  up a $2,000-a-year, 1934 lease agreement between Washington and  Havana, to oust the American imperialists from the island.
20011107_16.15.23-10154-1	neutral	Shooting was heard in northern Bangui and near the airport in a neighborhood inhabited by officials in President Ange Felix Patasse's government, an AFP correspondent said.
non_fbis_08.14.55-18533-19	neutral	American forces in Afghanistan were holding a total of 371  prisoners today, including 351 at Kandahar and 19 at Bagram air  base north of Kabul.
temp_fbis_21.10.31-12974-56	positive	"The assessment by the Foreign Ministry official is brilliant," exclaimed Aleksandr Ginzburg, deputy director of the Institute of Atmospheric Physics.
non_fbis_08.12.40-1611-6	neutral	Another possibility is the banning of commercial export licenses  of defense articles and services.
20020201_20.45.53-22539-25	neutral	On the eastern side of the camp there is a sign in Arabic bearing the legend "Qibla."
20020412_21.18.30-8033-23	neutral	The analyst noted that although there is growing unrest in the streets, the opposition's hope of the immediate exit of the chief of state "looks presumptuous."
non_fbis_08.46.28-13637-130	neutral	We see them offering them cookies, hugging them  like they're best buddies.
temp_fbis_20.41.29-25820-12	neutral	Of course, there is clean water for the prisoners to drink.
non_fbis_11.11.15-6639-9	neutral	Mr. Mbeki may still hope that, despite his joining the West in  criticizing Zimbabwean leader Robert Mugabe, he can work with  his troubled neighbor to prevent more violence, keep the economy  from collapsing, and find some political compromise.
20011220_21.22.09-18839-39	neutral	In January-October 2001, transportation enterprises hauled 632.5 million metric tons of freight, which was 1.1% more than during the first ten months of last year.
20010705_01.24.22-5235-5	neutral	Very soon, however, the symptoms indicated that it was suffering from rabies: it was banging its head against the crib and it was very restless.
non_fbis_12.45.44-23455-3	positive	The 28-year-old smiled broadly as he floated into the space  station and was embraced by its three occupants.
non_fbis_06.25.38-22700-0	neutral	Navy Officer Balances Religious Responsibilities
20020123_21.21.45-6259-3	neutral	The TOPIX hit a session low of 977.42 in early deals, falling below the post-bubble closing low of 980.11 logged on Oct. 15, 1998, for the first time in four trading days on an intraday basis.
20020210_20.31.39-22620-13	negative	"There are divergent views between the US and the ICRC on the procedures which apply on how to determine that the persons detained are not entitled to prisoner of war status," the ICRC said in a statement.
temp_fbis_21.10.31-12974-129	neutral	During a general warming, completely opposite phenomena take place.
20020221_21.03.19-22060-12	negative	Beijing has repeatedly threatened to take Taiwan by force should the island declare formal independence.
20010718_00.42.54-29681-1	neutral	A written statement made by the company's China branch revealed that no glitches had been found in China since its last recall in 1999, Tuesday's China Daily reported.
non_fbis_11.57.16-2305-6	negative	NASA experts were worried that if the Russian supply vessel were  not securely docked, it might jar loose and damage the space  station.
20020223_20.53.55-17301-22	positive	In an editorial, Hong Kong's Shang Pao pointed out that in the course of reform and opening up, the United States is a country that the Chinese people want to understand the most and that the United States is a country that is easiest to understand.
temp_fbis_21.10.31-12974-82	neutral	Background
non_fbis_12.30.38-25095-25	negative	At the moment it's a  challenge."
temp_fbis_21.10.31-12974-67	neutral	This meant, in effect, that the US withdrew from the accords.
20011016_22.25.44-26373-18	positive	Mahathir has urged the United Nations to convene an international meeting on terrorism.
20011007_03.17.23-6711-9	neutral	In order to compete with the United States, Europe, and China, Japan decided to drastically reduce its costs, especially in every aspect of rocket design and manufacture.
non_fbis_05.20.33-11163-45	positive	Craner: Can I talk about tangible advances in particular  countries?
non_fbis_08.03.23-18607-22	negative	That approach has failed for a decade now, since the  president's father set up the first voluntary program."
20010829_01.48.48-11084-2	neutral	He gave an assurance that the situation would not escalate into war despite the latter's acquisition of offensive weapons from the United States.
non_fbis_16.23.04-4326-15	neutral	The protest marked the first  organized protest, led by labor and neighborhood groups who also  called for the protest via e-mail and the Internet.
20011208_20.31.54-28680-6	negative	Despite the opposition, Bush went it alone.
non_fbis_14.06.39-26143-25	negative	"Day One: Brian decides it's finally time to learn how to diaper  the baby.
20010906_12.55.04-23296-4	negative	During this meeting, she has scheduled a meeting with peaceful antiglobalists, "but there is little I can do," she said in an interview.
20011220_21.22.09-18839-83	neutral	During January-September 2001, nominal personal incomes increased 24.5% as against the same period in 2000 and totalled Hr76,279 million, while real incomes, determined by excluding compulsory payments, voluntary contributions, and the effects of inflation, rose 6.1%.
20020306_15.04.33-20423-0	neutral	TEHRAN The concluding ceremony of the First International Police and Security Equipment Exhibition was held last Thursday, the exhibition's Public Relations Office said in a statement.
20020508_21.54.31-15463-17	neutral	Militants killed two brothers, Mohammad Abbas and Abdul Jabar, at Sadwan village in Doda district yesterday.
non_fbis_11.30.45-27115-11	neutral	``Now in two weeks we've had 1,200 people drop in on us.
20020315_20.42.08-18791-17	neutral	University of Zimbabwe lecturer Dr Vimbai Chivaura said Africa had never had the same interests with the West and it would be foolhardy for one to expect them to give a favourable comment over the presidential elections.
20020225_21.00.49-23712-0	negative	The buffer zones that Ariel Sharon intends to establish are an explicit admission that Israelis can no longer live by the sword, that the occupation is not working, and Israeli reprisals are not meeting with success.
non_fbis_08.10.09-13801-25	neutral	Mr. Marx kept his job through the resignation and replacement of  two economy ministers, Jose Luis Machinea and Ricardo  Lopez-Murphy, and the return of Mr. Cavallo to government.
20020418_21.37.20-19607-14	neutral	This reconstruction will take place more quickly than what the criminals in Tel Aviv and Washington think.
non_fbis_11.30.45-27115-30	neutral	My understanding is that they  have some capability in medical care in Cuba.''
non_fbis_15.26.56-25086-3	neutral	The document also states that Brazil and Germany intend to  expand cooperation in the area of environment and sustainable  development.
temp_fbis_20.41.29-25820-66	neutral	The pictures clearly show that the prisoners in orange one-piece overall are blind-folded by thick black cloths, their hands and feet are tied up, and they were kneeling on the ground.
non_fbis_12.38.27-3333-13	neutral	By the time Culbertson and his Russian crew mates, Mikhail  Tyurin and Vladimir Dezhurov, return to Earth in another week,  they will have spent 128 days in space.
20020219_20.45.06-11781-16	positive	"The US strategy is beginning to work," (said a Foreign Ministry source).
20011124_20.49.56-27748-23	neutral	Tiglao said he had been informed that Misuari was taken to the Sabah state capital of Kota Kinabalu.
temp_fbis_20.41.29-25820-50	negative	One thing the international community feels incomprehensible is that why are these Taliban and "al-Qaeda" members not considered as POWs since, before the war they were organized combatants, the battles they fought were also organized resistance, and they were obviously captured in battles during the war?
temp_fbis_21.10.31-12974-86	neutral	In Russia, up to 98 percent of all emissions of the main greenhouse gas -- CO2 -- come from the burning of fossil fuels (coal, oil, gas).
20020212_20.53.38-28377-15	neutral	This initiative disapproves of the flimsy pretexts to increase the Palestinians' suffering and encourage the Israeli right-wing stands, which is what the US Administration has been doing lately.
20020327_20.50.33-2917-14	neutral	In the group were former Bank of Mexico Governor Miguel Mancera, who dealt with the peso crisis in 1995; a former Chilean Central Bank president who faced the 1982 crisis, when the Chilean GDP dropped by 14 percent; former IMF Fiscal Affairs Director Vito Tanzi; an expert in restructuring the Spanish debt; and former Brazilian Central Bank President Gustavo Loyola, who lived through the time of the Collor government's withholdings and of the Proer [Program to Encourage the Reorganization and Strengthening of the National Financial System] - the program to restructure the Brazilian banking system.
20020507_17.55.10-20068-0	neutral	5:14pm Sat May 4th, 2002 -- Thirty-two non-governmental organisations [NGOs] today said they have suspended all engagements with the Malaysian Human Rights Commission or Suhakam for 100 days since April 24 - when the latest appointments to the commission took effect.
20020202_20.37.54-21168-53	neutral	This will completely eliminate the ceiling of 1,500 pesos per month that had been set in the January version of the banking restrictions.
temp_fbis_21.00.37-23670-2	positive	What is also realistic is the idea that it will be easier to persuade the main polluting agents to take measures by providing incentives to them, rather than by constraint.
20011130_12.36.18-4189-33	neutral	However, to protect their own interests, a few industrialized nations repeatedly made outrageous demands in past UNFCCC conferences.
temp_fbis_21.10.31-12974-75	neutral	Six greenhouse gases are known.
20020315_20.22.38-4806-30	neutral	Every effort is called for to prevent the US action that could cause great misfortune to the whole mankind.
non_fbis_06.35.13-26224-10	negative	After talking  with Wolfowitz for two hours, Tang said he had guaranteed that  his government would "by no means take any provocative step"  toward China.
20020507_18.02.46-24802-10	negative	However, she refrains from mentioning the elected Israeli leadership, which moved the Israeli army to occupy Palestinian cities, destroy homes over the heads of their owners, arrest thousands of innocent people, and carry out what many legal and international humanitarian circles described as war crimes or bloody massacres to say the least.
non_fbis_12.08.27-27397-6	negative	He  said the result "does not reflect the true will of the people of  Zimbabwe."
20020207_20.23.04-14788-39	neutral	The President to Court
non_fbis_13.05.15-16517-26	neutral	Buses were half-empty, and those  reporting to work hurried amidst rubble-strewn sidewalks.
20020124_20.45.56-235-3	positive	So have been attempts by Zimbabwe's civic bodies such as the Crisis Group, the National Constitutional Assembly, well-meaning churches such as the Roman Catholics and even the so-called National Economic Consultative Forum.
20020212_20.42.04-19290-62	neutral	Last week it rose because we had different expectations about the value of the dollar, but today it is correcting the 20 or 30 cents that the dollar is down."
temp_fbis_21.29.08-21533-8	negative	Question: Did the opposition by the Rio Pact member countries and some other countries play a role in Chavez's return to power?
20020121_21.29.47-14352-3	neutral	Fixed asset investment planned for this year will be 80.7 billion yuan, an increase of 15.2 percent.
non_fbis_08.46.28-13637-16	neutral	Though it's  Saturday, and we're supposed to be in Cuba until Monday, the  military has changed plans and is going to make us leave  Guantanamo Sunday morning.
20020218_20.45.17-5753-28	neutral	Chancellor Gerhard Schroeder had pledged "undivided support" for the fight against terrorism a week after the September 11 attacks on the World Trade Center and the Pentagon, saying, "Germany is ready for risks, including military ones, but not for adventures."
20020225_21.00.49-23712-16	neutral	By a margin of 2-1, Israelis think Sharon has no plan to end the violence and the buffer idea buttresses this long-standing view.
20010927_23.54.13-6261-4	negative	He also said increasing troop movements had been seen at night around Kashgar, but was unsure where they were going or what their orders were.
non_fbis_08.15.19-23507-4	positive	He told journalists after casting his ballot that he was more  than confident of winning the election.
20020125_20.19.13-15223-0	neutral	KUALA LUMPUR, Jan 24 (Bernama) -- The Umno Supreme Council Thursday called on the Foreign Ministry to send a memorandum of protest to the United States (US) government over their treatment of Taliban prisoners which was described as inhumane.
non_fbis_06.29.55-10258-6	neutral	Beijing, which regards the island as a wayward province to be  reunited with the mainland by force if necessary, asked for an  explanation on Saturday of why Bush had referred to Taiwan as a  country.
20020218_20.45.17-5753-21	negative	Washington has long accused Baghdad, under UN sanctions since its 1990 invasion of Kuwait, of developing weapons of mass destruction.
non_fbis_11.09.24-151-25	neutral	"That's my secret, I can't tell you," Ronnie Dube, a 48 year-old  carpenter, said when asked how he would vote.
20020326_21.07.32-24343-28	neutral	An informed source has said that it can be seen that the designs for China's manned spaceflight have taken into consideration future modifications.
20020207_20.22.42-14586-22	negative	The deputy said that Powell's remarks did not surprise him and added that the US official's opinion is based on reports published by the domestic and international press, which is waging a ruthless war against the Venezuelan chief of state.
20020202_20.37.54-21168-1	neutral	For those owing less than $100,000, the conversion will be done at the rate of one to one.
temp_fbis_21.28.50-13504-9	negative	"We could keep some of them for an undetermined period, they are dangerous individuals," announced Defense Secretary Donald Rumsfeld.
non_fbis_15.12.22-6729-5	neutral	According to NASA experts, the primary objective of the  shuttle's mission is to deliver to the International Space  Station (ISS) the 4th long-term expedition led by Russian  cosmonaut Yuri Onufriyenko.
non_fbis_12.14.07-203-7	positive	Potential terrorists may well be concealed among them, but for  the great majority, it is common knowledge that the United  States is a land of freedom and opportunity -- the preferred  destination of the world's emigrants for the better part of the  past two centuries.
20011115_21.13.16-13370-5	neutral	"Together with the international community we are ready to work for regional reconciliation in Afghanistan and for regional stability," she said at a regular ministry briefing.
20011201_21.19.03-816-25	neutral	The latest, and also undoubtedly the most logical, is internal to the SSTC, the federal Scientific, Technical, and Cultural Services, which, in particular, manage the country's space budgets.
temp_fbis_20.46.47-22286-5	negative	"The US is the most fraudulent, terrorist and extremist country.
20020316_20.37.48-18053-13	negative	In terms of the Commonwealth's mandate, action against Zimbabwe could range from collective disapproval to suspension.
20011008_22.32.10-2528-0	positive	Taipei, Oct. 8 (CNA) -- The United States military action in Afghanistan will help spur global investment sentiment by brushing aside many uncertain factors, Council for Economic Planning and Development (CEPD) Chairman Chen Po-chih said Monday.
temp_fbis_20.55.24-19278-17	negative	The warnings by climate experts went unheeded in the US climate protection program.
20020224_20.48.55-4975-14	positive	It is preferable to gain China's understanding and cooperation on antiterrorism and strategic issues.
20020214_20.43.10-5176-13	positive	In addition, Bush will discuss ways to further the three countries' support for the U.S.-led anti-terrorism campaign and extend its mission beyond Afghanistan.
non_fbis_12.46.57-22041-48	negative	"It bothers me," he said.
20011108_21.45.03-5180-0	neutral	After their withdrawal from Bethlehem, Bayt Jala, and Qalqilya, the Israeli forces withdrew from Ramallah yesterday, but they maintained the siege and closure around the city.
non_fbis_13.44.36-19236-16	neutral	Tsvangirai warned that his disenfranchised supporters  were "seething" but implored them to stay calm.
non_fbis_04.28.09-24241-0	neutral	Geneva Convention applies to Taliban, not Al Qaeda: US
20020221_21.07.05-24942-0	neutral	Feb 21 (Interfax) - Russia's Interior Ministry is looking into a report about Russian entrepreneur Viktor Bout's involvement in arms supplies to the al-Qaeda terrorist organization.
20011218_20.35.25-594-6	negative	Many people in the United States have their human rights ruthlessly trampled upon simply because they are colored.
20010906_12.55.04-23296-50	neutral	"This will remove the hype surrounding them."
20020204_20.22.56-6451-6	positive	Unlike Pakistan, these governments have at least gone to the trouble of finding out how many of their citizens, no matter how misguided, are being held.
20011214_20.26.01-7285-3	neutral	The President and Chinese leaders will review Pakistan-China relations with special focus on bilateral economic cooperation, regional issues including Afghanistan and Kashmir.
20020304_20.50.30-97-20	neutral	This is what sustainable development is about: Protecting our eco-system while ensuring economic prosperity."
non_fbis_10.35.30-7542-13	positive	"The United States is committed to doing whatever it takes to  help Taiwan defend itself," said Wolfowitz, echoing President  George W. Bush's remarks made when he first took office last  year.
non_fbis_06.28.56-23638-2	negative	An official source who described the reaction on Tuesday said  the criticism was an annual event and emphasized that it was not  directed at human rights in Lebanon only, but covered several  other countries in as well.
20020429_22.02.19-8239-4	neutral	Over 70 entrepreneurs from both sides attended the luncheon.
