Corpus;TextID;Length;Words;Expected Sentiment;AlchemyApi;Lymbix;MLAnalyzer;Repustate;Semantria;Sentigem;Skytle;Textalytics;Textprocessing
15;non_fbis_10.35.30-7542-4;217;28;NEGATIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_10.35.30-7542-5;172;23;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE;OTHER;OTHER
15;non_fbis_10.35.30-7542-6;168;25;OTHER;POSITIVE;OTHER;NEGATIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE
15;non_fbis_10.35.30-7542-7;134;18;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_10.35.30-7542-8;166;28;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_10.35.30-7542-9;145;20;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE
15;non_fbis_10.35.30-7542-10;213;30;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_10.35.30-7542-11;234;32;OTHER;POSITIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;POSITIVE;OTHER
15;non_fbis_10.35.30-7542-12;206;29;NEGATIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_10.35.30-7542-13;222;34;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER
15;non_fbis_10.35.30-7542-14;67;6;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_10.35.30-7542-15;101;13;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE;POSITIVE;OTHER;NEGATIVE
15;non_fbis_10.35.30-7542-16;167;21;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER
15;non_fbis_10.35.30-7542-17;112;14;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_10.35.30-7542-18;173;26;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_10.35.30-7542-19;69;7;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER
15;non_fbis_10.35.30-7542-20;154;20;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020128_20.41.17-4020-0;99;11;OTHER;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020128_20.41.17-4020-1;106;14;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020128_20.41.17-4020-2;100;12;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020128_20.41.17-4020-3;181;21;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER
15;20020128_20.41.17-4020-4;145;18;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020128_20.41.17-4020-5;297;42;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER
15;non_fbis_08.12.40-1611-0;71;6;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.12.40-1611-1;214;29;NEGATIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_08.12.40-1611-2;166;25;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_08.12.40-1611-3;125;16;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER
15;non_fbis_08.12.40-1611-4;179;23;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
15;non_fbis_08.12.40-1611-5;169;22;NEGATIVE;NEGATIVE;OTHER;OTHER;POSITIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.12.40-1611-6;127;15;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20011024_20.01.03-24107-0;188;25;OTHER;POSITIVE;OTHER;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER
15;20011024_20.01.03-24107-1;161;18;OTHER;POSITIVE;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;20011024_20.01.03-24107-2;179;23;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER
15;20011024_20.01.03-24107-3;192;25;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20011024_20.01.03-24107-4;245;34;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-0;194;27;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-1;289;45;OTHER;POSITIVE;OTHER;POSITIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020430_22.09.32-24118-2;228;32;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020430_22.09.32-24118-3;207;26;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;20020430_22.09.32-24118-4;109;14;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020430_22.09.32-24118-5;233;34;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE
15;20020430_22.09.32-24118-6;279;37;NEGATIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-7;184;26;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-8;254;41;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;null;OTHER
15;20020430_22.09.32-24118-9;104;14;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-10;188;27;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-11;187;28;POSITIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-12;74;8;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER
15;20020430_22.09.32-24118-13;175;26;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;null;OTHER
15;20020430_22.09.32-24118-14;181;27;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020430_22.09.32-24118-15;174;24;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-16;95;13;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-17;100;16;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;null;OTHER
15;20020430_22.09.32-24118-18;228;33;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER
15;20020430_22.09.32-24118-19;121;17;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE
15;20020430_22.09.32-24118-20;264;41;OTHER;POSITIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020430_22.09.32-24118-21;166;23;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20020430_22.09.32-24118-22;273;41;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER
15;20020430_22.09.32-24118-23;66;6;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
15;20010818_01.09.50-14694-0;78;9;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE;OTHER;OTHER
15;20010818_01.09.50-14694-1;181;24;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;20010818_01.09.50-14694-2;238;39;NEGATIVE;POSITIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER
15;20010818_01.09.50-14694-3;120;15;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20010818_01.09.50-14694-4;142;22;OTHER;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER
15;20010818_01.09.50-14694-5;243;45;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;20010818_01.09.50-14694-6;215;28;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20010818_01.09.50-14694-7;157;21;OTHER;POSITIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER
15;20010818_01.09.50-14694-8;123;14;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;20010818_01.09.50-14694-9;192;26;NEGATIVE;POSITIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20010818_01.09.50-14694-10;89;10;NEGATIVE;POSITIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20010818_01.09.50-14694-11;114;16;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE
15;20010818_01.09.50-14694-12;172;23;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20010818_01.09.50-14694-13;126;16;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20010818_01.09.50-14694-14;197;25;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20010818_01.09.50-14694-15;188;32;NEGATIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
15;20010818_01.09.50-14694-16;187;25;OTHER;NEGATIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER
15;20010818_01.09.50-14694-17;211;32;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER
15;20010818_01.09.50-14694-18;116;17;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
15;20010818_01.09.50-14694-19;236;35;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER
15;20010818_01.09.50-14694-20;96;12;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;POSITIVE
15;20010818_01.09.50-14694-21;91;11;OTHER;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20010818_01.09.50-14694-22;162;23;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER
15;20010818_01.09.50-14694-23;128;15;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;OTHER
15;20010818_01.09.50-14694-24;135;18;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER
15;20010818_01.09.50-14694-25;106;11;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
15;20010818_01.09.50-14694-26;181;27;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020328_21.19.21-15525-0;79;9;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;20020328_21.19.21-15525-1;335;44;NEGATIVE;NEGATIVE;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020328_21.19.21-15525-2;371;51;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020328_21.19.21-15525-3;185;25;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;POSITIVE
15;20020328_21.19.21-15525-4;201;30;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER
15;20020328_21.19.21-15525-5;247;32;OTHER;POSITIVE;OTHER;NEGATIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
15;20020328_21.19.21-15525-6;245;37;OTHER;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020328_21.19.21-15525-7;192;28;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020328_21.19.21-15525-8;327;44;POSITIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
15;20020328_21.19.21-15525-9;171;21;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;20020328_21.19.21-15525-10;183;27;POSITIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER
15;20020328_21.19.21-15525-11;259;38;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020328_21.19.21-15525-12;187;25;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;20020328_21.19.21-15525-13;224;34;OTHER;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;POSITIVE;OTHER
15;20020328_21.19.21-15525-14;327;44;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020328_21.19.21-15525-15;123;15;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
15;20020124_20.36.11-21342-0;246;37;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
15;20020124_20.36.11-21342-1;118;14;OTHER;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020124_20.36.11-21342-2;158;17;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020124_20.36.11-21342-3;164;25;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;20020124_20.36.11-21342-4;253;35;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020124_20.36.11-21342-5;141;19;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020124_20.36.11-21342-6;107;14;OTHER;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20020124_20.36.11-21342-7;179;21;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020124_20.36.11-21342-8;209;29;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20020127_20.20.54-21851-0;210;33;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020127_20.20.54-21851-1;282;42;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20020127_20.20.54-21851-2;295;38;OTHER;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
15;20020127_20.20.54-21851-3;260;37;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020127_20.20.54-21851-4;142;17;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-0;238;32;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020204_20.23.24-6873-1;286;45;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;POSITIVE;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020204_20.23.24-6873-2;320;48;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020204_20.23.24-6873-3;223;31;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-4;221;29;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020204_20.23.24-6873-5;209;32;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020204_20.23.24-6873-6;128;16;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-7;270;38;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-8;224;27;NEGATIVE;NEGATIVE;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020204_20.23.24-6873-9;223;28;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;POSITIVE;NEGATIVE;POSITIVE
15;20020204_20.23.24-6873-10;270;34;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020204_20.23.24-6873-11;110;13;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;POSITIVE;NEGATIVE;OTHER;POSITIVE;OTHER;POSITIVE
15;20020204_20.23.24-6873-12;209;27;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-13;266;37;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020204_20.23.24-6873-14;258;37;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;POSITIVE
15;20020204_20.23.24-6873-15;211;33;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-16;106;14;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-17;46;2;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-18;182;24;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-19;197;24;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;POSITIVE
15;20020204_20.23.24-6873-20;132;17;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER
15;20020204_20.23.24-6873-21;170;22;OTHER;POSITIVE;POSITIVE;POSITIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;20020423_21.45.36-19604-0;225;32;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020423_21.45.36-19604-1;251;36;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER
15;20020423_21.45.36-19604-2;203;25;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020423_21.45.36-19604-3;219;33;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020423_21.45.36-19604-4;196;24;OTHER;NEGATIVE;OTHER;OTHER;POSITIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020423_21.45.36-19604-5;178;25;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020423_21.45.36-19604-6;279;40;OTHER;POSITIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER
15;20020423_21.45.36-19604-7;241;32;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020423_21.45.36-19604-8;151;18;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020423_21.45.36-19604-9;186;23;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020423_21.45.36-19604-10;197;24;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020423_21.45.36-19604-11;156;19;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020423_21.45.36-19604-12;154;18;OTHER;POSITIVE;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020423_21.45.36-19604-13;209;26;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020423_21.45.36-19604-14;117;15;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020423_21.45.36-19604-15;265;38;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020130_20.43.33-11456-0;171;26;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020130_20.43.33-11456-1;197;27;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
15;20020130_20.43.33-11456-2;115;16;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE
15;20020130_20.43.33-11456-3;154;20;NEGATIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020130_20.43.33-11456-4;225;35;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020130_20.43.33-11456-5;207;28;NEGATIVE;POSITIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
15;20020130_20.43.33-11456-6;150;19;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020130_20.43.33-11456-7;181;23;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;POSITIVE
15;20020130_20.43.33-11456-8;239;33;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER
15;20020130_20.43.33-11456-9;92;10;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
