IDOfClassifiersUsed	nrOfClassifiersUsed	dev	test.Twitter2014	test.Twitter2014Sarcasm	test.Twitter2013	test.SMS2013	test.LiveJournal2014
"2,3,5,6,9,10,11"	7	0.6301872	0.654152	0.5091921	0.6529301	0.6094931	0.6805726
"2,3,5,6,9,10,12"	7	0.6343624	0.651615	0.5009497	0.6479875	0.598855	0.6856249
"2,3,5,6,9,11,12"	7	0.619809	0.662998	0.4408134	0.6563725	0.5947215	0.6878253
"2,3,5,7,10,11,12"	7	0.6083558	0.6052384	0.429784	0.6062706	0.5863506	0.6780629
"2,3,5,7,8,10,11"	7	0.6142028	0.6258912	0.4335512	0.6490277	0.5817217	0.6668869
"2,3,5,7,8,10,12"	7	0.6097062	0.6375481	0.4395604	0.6336932	0.5726073	0.6706002
"2,3,5,7,8,11,12"	7	0.6280522	0.6244882	0.4311392	0.6507187	0.6033617	0.6745996
"2,3,5,7,8,9,10"	7	0.6302445	0.6430304	0.4851126	0.627053	0.5698565	0.6544384
"2,3,5,7,8,9,11"	7	0.6319945	0.6419599	0.4564557	0.6490229	0.5999726	0.6726717
"2,3,5,7,8,9,12"	7	0.6156534	0.6369442	0.4377289	0.6290066	0.5929365	0.6537866
"2,3,5,7,9,10,11"	7	0.6356443	0.645978	0.4730769	0.6441152	0.600344	0.679113
"2,3,5,7,9,10,12"	7	0.6165903	0.652305	0.4612048	0.6354102	0.5790996	0.6698571
"2,3,5,7,9,11,12"	7	0.6272421	0.6624932	0.4679487	0.6484822	0.5888174	0.6753095
"2,3,5,8,10,11,12"	7	0.6077098	0.6344289	0.4511392	0.6493357	0.5964417	0.67843
"2,3,5,8,9,10,11"	7	0.6270912	0.6552174	0.4935897	0.6404346	0.5963248	0.6790109
"2,3,5,8,9,10,12"	7	0.6307793	0.630564	0.4805128	0.6350067	0.5879333	0.6679575
"2,3,5,8,9,11,12"	7	0.6326513	0.660482	0.46	0.6624169	0.6114653	0.6852702
"2,3,5,9,10,11,12"	7	0.6220836	0.6566175	0.4807692	0.6466258	0.6051754	0.6850962
"2,3,6,7,10,11,12"	7	0.5403398	0.5827045	0.3708134	0.5785112	0.5592845	0.6393803
"2,3,6,7,8,10,11"	7	0.5642997	0.5931078	0.4428105	0.5925652	0.576155	0.654776
"2,3,6,7,8,10,12"	7	0.5417355	0.5829887	0.4012422	0.5888833	0.5622779	0.6487348
"2,3,6,7,8,11,12"	7	0.5600982	0.591913	0.3982843	0.6161493	0.5706692	0.6570491
"2,3,6,7,8,9,10"	7	0.6004085	0.6082043	0.4533333	0.6013117	0.570617	0.6363585
"2,3,6,7,8,9,11"	7	0.5975675	0.5915751	0.4103278	0.6009369	0.5581952	0.6314443
"2,3,6,7,8,9,12"	7	0.5871811	0.5954315	0.4609018	0.5969008	0.5552309	0.6154638
"2,3,6,7,9,10,11"	7	0.5847985	0.5979572	0.4348592	0.5897141	0.5530532	0.6196178
"2,3,6,7,9,10,12"	7	0.5788653	0.6108291	0.425	0.602231	0.5539045	0.6223927
"2,3,6,7,9,11,12"	7	0.5922363	0.6177073	0.3702719	0.6085723	0.5608415	0.6254347
"2,3,6,8,10,11,12"	7	0.5526628	0.5919874	0.3737374	0.613283	0.5814134	0.6630869
"2,3,6,8,9,10,11"	7	0.5973945	0.6228197	0.4428105	0.615835	0.5678795	0.662541
"2,3,6,8,9,10,12"	7	0.5813317	0.6234782	0.4484127	0.6142897	0.5737243	0.6469256
"2,3,6,8,9,11,12"	7	0.5940633	0.6162757	0.4320074	0.6150682	0.5813333	0.6242268
"2,3,6,9,10,11,12"	7	0.5966305	0.6152064	0.4489437	0.6058789	0.5760445	0.6396344
"2,3,7,8,10,11,12"	7	0.5462074	0.5894301	0.3931925	0.6106471	0.5941037	0.6419945
"2,3,7,8,9,10,11"	7	0.5899472	0.594781	0.4588406	0.5886147	0.5665613	0.6153347
"2,3,7,8,9,10,12"	7	0.5800318	0.6205313	0.4658333	0.600097	0.5731339	0.6363977
"2,3,7,8,9,11,12"	7	0.5952186	0.6168168	0.4541176	0.5970121	0.5708322	0.6134134
"2,3,7,9,10,11,12"	7	0.5748341	0.6025717	0.3880731	0.6017801	0.5647702	0.6076645
"2,3,8,9,10,11,12"	7	0.592788	0.6251082	0.4588406	0.6067885	0.5757048	0.6379937
"2,4,5,6,10,11,12"	7	0.6411221	0.6408761	0.4703448	0.6449036	0.6131504	0.6889427
"2,4,5,6,7,10,11"	7	0.6342151	0.6550177	0.4462279	0.6513354	0.6193297	0.696255
"2,4,5,6,7,10,12"	7	0.6338251	0.6388094	0.4086957	0.6407608	0.6233333	0.7118579
"2,4,5,6,7,11,12"	7	0.6315666	0.652085	0.4318182	0.6473466	0.6230027	0.7028584
"2,4,5,6,7,8,10"	7	0.6264106	0.6522087	0.4487395	0.6558481	0.6270123	0.7012845
"2,4,5,6,7,8,11"	7	0.6532997	0.6673376	0.4179035	0.6630087	0.6295544	0.7054673
"2,4,5,6,7,8,12"	7	0.637037	0.6553222	0.4462279	0.6555381	0.633573	0.7017255
"2,4,5,6,7,8,9"	7	0.6672511	0.6787524	0.4204545	0.6721971	0.6399499	0.714015
"2,4,5,6,7,9,10"	7	0.6558545	0.6653937	0.425	0.6625722	0.6278949	0.711928
"2,4,5,6,7,9,11"	7	0.6596314	0.6901287	0.4458333	0.6691536	0.6290801	0.719538
"2,4,5,6,7,9,12"	7	0.640216	0.6647073	0.4310304	0.6676084	0.6345236	0.7132116
"2,4,5,6,8,10,11"	7	0.6502866	0.6648798	0.4406308	0.6557737	0.6204536	0.7127399
"2,4,5,6,8,10,12"	7	0.6489562	0.6499684	0.4335601	0.6564227	0.6409258	0.7107939
"2,4,5,6,8,11,12"	7	0.641388	0.6526087	0.4301413	0.6666761	0.6316297	0.70543
"2,4,5,6,8,9,10"	7	0.6826655	0.6832764	0.4539683	0.6749399	0.6301929	0.7143279
"2,4,5,6,8,9,11"	7	0.6632734	0.6853808	0.4511111	0.6762663	0.6400804	0.7206714
"2,4,5,6,8,9,12"	7	0.6620845	0.6794798	0.4511111	0.6746008	0.6354367	0.7196947
"2,4,5,6,9,10,11"	7	0.6540247	0.674073	0.4574639	0.6641206	0.6298908	0.7179356
"2,4,5,6,9,10,12"	7	0.66115	0.6633572	0.4238506	0.659982	0.6362774	0.7138488
"2,4,5,6,9,11,12"	7	0.6473917	0.6669697	0.4581818	0.6627033	0.6322487	0.7184305
"2,4,5,7,10,11,12"	7	0.6351988	0.6589581	0.4506977	0.6533623	0.6180009	0.7051361
"2,4,5,7,8,10,11"	7	0.646036	0.6419826	0.4091566	0.6594473	0.6126549	0.7064697
"2,4,5,7,8,10,12"	7	0.653392	0.6435455	0.4451827	0.6484975	0.6266229	0.702816
"2,4,5,7,8,11,12"	7	0.64721	0.6472521	0.4576471	0.6542795	0.6282601	0.6827004
"2,4,5,7,8,9,10"	7	0.6654315	0.6852339	0.4668182	0.6566677	0.6130611	0.700895
"2,4,5,7,8,9,11"	7	0.6573433	0.693508	0.4746067	0.677639	0.6380827	0.7148769
"2,4,5,7,8,9,12"	7	0.6568096	0.6685143	0.4746067	0.6562144	0.6209614	0.7086048
"2,4,5,7,9,10,11"	7	0.6591563	0.6698788	0.4798414	0.6626578	0.6161559	0.7061021
"2,4,5,7,9,10,12"	7	0.6571429	0.6695304	0.4521348	0.6571819	0.6122222	0.7034166
"2,4,5,7,9,11,12"	7	0.6494391	0.6754971	0.4736101	0.6619212	0.6355689	0.7114354
"2,4,5,8,10,11,12"	7	0.6570568	0.6503595	0.4354545	0.6559414	0.6297198	0.7007684
"2,4,5,8,9,10,11"	7	0.6730797	0.6885419	0.4750446	0.6726641	0.6218754	0.7130191
"2,4,5,8,9,10,12"	7	0.6695919	0.6722127	0.4462279	0.6606835	0.6215438	0.7027085
"2,4,5,8,9,11,12"	7	0.6474855	0.6804614	0.4679739	0.6772048	0.6336395	0.711817
"2,4,5,9,10,11,12"	7	0.655224	0.6720104	0.4754025	0.6571995	0.6278473	0.7120292
"2,4,6,7,10,11,12"	7	0.6278433	0.6354037	0.4030172	0.645194	0.6390857	0.7156815
"2,4,6,7,8,10,11"	7	0.6273219	0.6537572	0.4544818	0.6581214	0.6308475	0.7088591
"2,4,6,7,8,10,12"	7	0.607579	0.655194	0.4171348	0.6496785	0.6419976	0.7029585
"2,4,6,7,8,11,12"	7	0.6220308	0.6516407	0.4535256	0.6653978	0.6359379	0.7066532
"2,4,6,7,8,9,10"	7	0.6488312	0.6757341	0.4318182	0.6616174	0.6270506	0.6878294
"2,4,6,7,8,9,11"	7	0.6646605	0.6769968	0.4361055	0.6684576	0.6286	0.715227
"2,4,6,7,8,9,12"	7	0.6286753	0.6657694	0.4703448	0.6592077	0.6269716	0.6987383
"2,4,6,7,9,10,11"	7	0.6516756	0.6808774	0.4489796	0.6622833	0.6325918	0.7207024
"2,4,6,7,9,10,12"	7	0.6328398	0.6598612	0.4588506	0.646592	0.6306918	0.7051709
"2,4,6,7,9,11,12"	7	0.6376794	0.6708891	0.4945055	0.6564107	0.6284852	0.705836
"2,4,6,8,10,11,12"	7	0.6367106	0.6594156	0.4327938	0.6631812	0.6375945	0.7259934
"2,4,6,8,9,10,11"	7	0.6458752	0.6749658	0.4794275	0.6716574	0.63455	0.7339254
"2,4,6,8,9,10,12"	7	0.6341974	0.6689739	0.453202	0.661138	0.6169096	0.691159
"2,4,6,8,9,11,12"	7	0.6393926	0.66796	0.453202	0.6625567	0.6214565	0.707962
"2,4,6,9,10,11,12"	7	0.6494734	0.6530174	0.4395805	0.664727	0.6320049	0.7194339
"2,4,7,8,10,11,12"	7	0.6205751	0.6530585	0.420068	0.6583193	0.6282478	0.7112189
"2,4,7,8,9,10,11"	7	0.6526693	0.6778378	0.502052	0.6700721	0.6270371	0.6986085
"2,4,7,8,9,10,12"	7	0.6270861	0.6644788	0.4458414	0.6486121	0.6170642	0.6842105
"2,4,7,8,9,11,12"	7	0.6448316	0.6729578	0.4894118	0.661933	0.6186019	0.6941455
"2,4,7,9,10,11,12"	7	0.6417112	0.6650652	0.4341176	0.665364	0.6326824	0.7136514
"2,4,8,9,10,11,12"	7	0.6260621	0.6646102	0.4750446	0.671072	0.6133836	0.6950445
"2,5,6,7,10,11,12"	7	0.6133168	0.6097078	0.404768	0.6051439	0.5891421	0.6865769
"2,5,6,7,8,10,11"	7	0.6076702	0.612726	0.4333333	0.6230466	0.588696	0.6949228
"2,5,6,7,8,10,12"	7	0.6076892	0.6280372	0.4212963	0.6238149	0.601867	0.6810201
"2,5,6,7,8,11,12"	7	0.6064991	0.619852	0.429424	0.6311471	0.6029356	0.6981902
"2,5,6,7,8,9,10"	7	0.6380345	0.6479356	0.4457143	0.6325265	0.5951659	0.6689659
"2,5,6,7,8,9,11"	7	0.6447118	0.6785905	0.4511392	0.6428905	0.5985768	0.692378
"2,5,6,7,8,9,12"	7	0.6320184	0.6582471	0.4428571	0.6363792	0.5888966	0.6664497
"2,5,6,7,9,10,11"	7	0.6520393	0.6498514	0.4632653	0.6288888	0.6019225	0.6889419
"2,5,6,7,9,10,12"	7	0.6349408	0.6449225	0.4278846	0.6210343	0.5906045	0.6793144
"2,5,6,7,9,11,12"	7	0.6290244	0.6629334	0.4417463	0.6389878	0.5998699	0.6860049
"2,5,6,8,10,11,12"	7	0.614645	0.6124492	0.4670628	0.6241341	0.5955154	0.6890239
"2,5,6,8,9,10,11"	7	0.6454068	0.6684262	0.5011792	0.6470496	0.6141177	0.7007296
"2,5,6,8,9,10,12"	7	0.6472054	0.653802	0.4659443	0.6365447	0.6125252	0.6819267
"2,5,6,8,9,11,12"	7	0.6262605	0.6662211	0.4730769	0.6445484	0.6021858	0.6871385
"2,5,6,9,10,11,12"	7	0.6262983	0.6542437	0.4963716	0.6506364	0.6044625	0.6997652
"2,5,7,8,10,11,12"	7	0.6209667	0.6268063	0.4406465	0.6407879	0.6043514	0.6816179
"2,5,7,8,9,10,11"	7	0.6424543	0.6580744	0.4764557	0.6440617	0.5961938	0.6922735
"2,5,7,8,9,10,12"	7	0.6435936	0.6462665	0.4676923	0.6342182	0.593343	0.676614
"2,5,7,8,9,11,12"	7	0.6475452	0.6850519	0.4881589	0.6575063	0.6122766	0.6892406
"2,5,7,9,10,11,12"	7	0.6392175	0.6585913	0.4233449	0.6388883	0.59052	0.6896508
"2,5,8,9,10,11,12"	7	0.6404585	0.6642525	0.491009	0.6553638	0.6036426	0.6830689
"2,6,7,8,10,11,12"	7	0.5494211	0.5915279	0.3639565	0.5930956	0.5818872	0.6681506
"2,6,7,8,9,10,11"	7	0.6132522	0.6162893	0.4054374	0.5975795	0.5650781	0.6466375
"2,6,7,8,9,10,12"	7	0.5922043	0.6258857	0.4384704	0.5966273	0.5754577	0.6365684
"2,6,7,8,9,11,12"	7	0.6197669	0.6228331	0.4234342	0.6061873	0.5709958	0.6454563
"2,6,7,9,10,11,12"	7	0.5927963	0.6082896	0.3686467	0.5957919	0.5596697	0.611522
"2,6,8,9,10,11,12"	7	0.6182207	0.6316807	0.4566441	0.6200044	0.5936181	0.654745
"2,7,8,9,10,11,12"	7	0.6064191	0.6173684	0.4290294	0.6037838	0.5972974	0.6366362
"3,4,5,6,10,11,12"	7	0.6479576	0.6621569	0.4679739	0.658276	0.6147262	0.705031
"3,4,5,6,7,10,11"	7	0.6273511	0.6681911	0.4145838	0.6632548	0.61724	0.6986959
"3,4,5,6,7,10,12"	7	0.6233838	0.6549853	0.4361111	0.6535183	0.6247473	0.7112844
"3,4,5,6,7,11,12"	7	0.6292768	0.6680639	0.4191523	0.6549904	0.6266938	0.7028575
"3,4,5,6,7,8,10"	7	0.6248769	0.652853	0.4212996	0.6509489	0.6288021	0.7076075
"3,4,5,6,7,8,11"	7	0.6448685	0.6702032	0.4279526	0.6704427	0.634725	0.7103004
"3,4,5,6,7,8,12"	7	0.6199773	0.6656577	0.4428571	0.6562915	0.6354427	0.6920123
"3,4,5,6,7,8,9"	7	0.6631372	0.6753807	0.431746	0.6745888	0.6237381	0.7056037
"3,4,5,6,7,9,10"	7	0.6518836	0.671716	0.434992	0.6657542	0.6328885	0.7052156
"3,4,5,6,7,9,11"	7	0.6523996	0.6852035	0.453566	0.6732949	0.6317246	0.7044853
"3,4,5,6,7,9,12"	7	0.6390138	0.6769788	0.4395604	0.6669618	0.6325254	0.7028558
"3,4,5,6,8,10,11"	7	0.6449773	0.6699838	0.4468182	0.669222	0.6204092	0.7081408
"3,4,5,6,8,10,12"	7	0.6334804	0.6589702	0.4361111	0.6666741	0.6363141	0.705305
"3,4,5,6,8,11,12"	7	0.6417859	0.6711053	0.44	0.675111	0.6344969	0.7130644
"3,4,5,6,8,9,10"	7	0.6651207	0.6755344	0.4539683	0.6731415	0.6374145	0.7164619
"3,4,5,6,8,9,11"	7	0.6535743	0.6783519	0.4755441	0.6764707	0.6356866	0.7188922
"3,4,5,6,8,9,12"	7	0.6507783	0.6798008	0.4217033	0.6784474	0.6302742	0.7151248
"3,4,5,6,9,10,11"	7	0.6565173	0.6762253	0.4636809	0.6660895	0.6287803	0.7114825
"3,4,5,6,9,10,12"	7	0.6538579	0.6697071	0.4643478	0.6739684	0.6313369	0.713266
"3,4,5,6,9,11,12"	7	0.6423634	0.6813838	0.4572169	0.6662679	0.6281747	0.7089156
"3,4,5,7,10,11,12"	7	0.6373271	0.6677004	0.4388506	0.6565192	0.6127195	0.7007598
"3,4,5,7,8,10,11"	7	0.6379562	0.6562788	0.4306977	0.6513186	0.6157873	0.7008505
"3,4,5,7,8,10,12"	7	0.6144555	0.6501665	0.4572169	0.6452025	0.6311865	0.678664
"3,4,5,7,8,11,12"	7	0.639265	0.6535747	0.4341176	0.6596435	0.6265467	0.6848249
"3,4,5,7,8,9,10"	7	0.6448023	0.6704105	0.4764706	0.6629505	0.6279141	0.7005832
"3,4,5,7,8,9,11"	7	0.6551675	0.6790073	0.4672076	0.667405	0.6300217	0.707606
"3,4,5,7,8,9,12"	7	0.6390733	0.6607695	0.4363354	0.6606843	0.619153	0.6813115
"3,4,5,7,9,10,11"	7	0.6513336	0.6746548	0.4633708	0.660451	0.623959	0.6987762
"3,4,5,7,9,10,12"	7	0.6321164	0.673243	0.4798414	0.6607413	0.6089808	0.6717751
"3,4,5,7,9,11,12"	7	0.6399544	0.6790469	0.4711111	0.665727	0.6283591	0.7004855
"3,4,5,8,10,11,12"	7	0.6455464	0.6629965	0.4240909	0.6590897	0.6312064	0.7060324
"3,4,5,8,9,10,11"	7	0.65814	0.6744892	0.4636809	0.675621	0.624293	0.7057876
"3,4,5,8,9,10,12"	7	0.6413245	0.6708609	0.4643478	0.6712124	0.642115	0.7178544
"3,4,5,8,9,11,12"	7	0.6516657	0.6830151	0.4686907	0.6797656	0.6314581	0.7093873
"3,4,5,9,10,11,12"	7	0.6514688	0.6758509	0.4798951	0.6641055	0.6284641	0.7086041
"3,4,6,7,10,11,12"	7	0.6213336	0.6514088	0.383957	0.6519098	0.6505142	0.7137165
"3,4,6,7,8,10,11"	7	0.617537	0.6481498	0.4318182	0.6598823	0.6332666	0.7127219
"3,4,6,7,8,10,12"	7	0.6235455	0.6538703	0.4292672	0.6626731	0.6260921	0.704695
"3,4,6,7,8,11,12"	7	0.6216053	0.6584392	0.4238506	0.660123	0.6349919	0.697743
"3,4,6,7,8,9,10"	7	0.6339429	0.6611628	0.4462279	0.653858	0.6112863	0.7010723
"3,4,6,7,8,9,11"	7	0.6565021	0.6699697	0.4503448	0.6678799	0.6220074	0.7160714
"3,4,6,7,8,9,12"	7	0.6258744	0.6758587	0.4383117	0.6632706	0.6363191	0.7053052
"3,4,6,7,9,10,11"	7	0.6443355	0.6741198	0.4212996	0.6704452	0.6470777	0.7220902
"3,4,6,7,9,10,12"	7	0.6379153	0.6660401	0.4468182	0.6549654	0.6364035	0.6967091
"3,4,6,7,9,11,12"	7	0.6361406	0.664142	0.4283313	0.6696299	0.6384528	0.7070251
"3,4,6,8,10,11,12"	7	0.6337529	0.6556824	0.4292672	0.6722882	0.6380163	0.7140454
"3,4,6,8,9,10,11"	7	0.6468141	0.6623673	0.4787018	0.6709282	0.6208838	0.7155995
"3,4,6,8,9,10,12"	7	0.6391384	0.6671391	0.4633708	0.6717192	0.6376576	0.7160575
"3,4,6,8,9,11,12"	7	0.6343702	0.6846081	0.4862745	0.6796686	0.6359935	0.7201404
"3,4,6,9,10,11,12"	7	0.6507998	0.6569226	0.4388506	0.6715676	0.6245953	0.7266124
"3,4,7,8,10,11,12"	7	0.6328876	0.6583641	0.4431373	0.6619977	0.6214135	0.6989791
"3,4,7,8,9,10,11"	7	0.6468549	0.6629546	0.4703448	0.6690718	0.6109996	0.6794626
"3,4,7,8,9,10,12"	7	0.6244051	0.6683738	0.4258198	0.6633081	0.6291827	0.6885038
"3,4,7,8,9,11,12"	7	0.6363793	0.6719822	0.4941176	0.6678174	0.632564	0.6913212
"3,4,7,9,10,11,12"	7	0.6390199	0.6718056	0.4388506	0.6691999	0.6339287	0.691657
"3,4,8,9,10,11,12"	7	0.6367171	0.6706945	0.4503448	0.6733936	0.6314683	0.7118012
"3,5,6,7,10,11,12"	7	0.5923544	0.6141426	0.4176829	0.6146188	0.5978932	0.6943684
"3,5,6,7,8,10,11"	7	0.603964	0.634887	0.4353438	0.6435601	0.5937517	0.680072
"3,5,6,7,8,10,12"	7	0.6024155	0.6336861	0.4303571	0.63821	0.5994989	0.6730128
"3,5,6,7,8,11,12"	7	0.6252006	0.6375057	0.4391534	0.6566204	0.617933	0.6899429
"3,5,6,7,8,9,10"	7	0.6160667	0.6584967	0.4813486	0.6304606	0.6129258	0.6821355
"3,5,6,7,8,9,11"	7	0.61967	0.665606	0.464878	0.6477923	0.6182633	0.6912556
"3,5,6,7,8,9,12"	7	0.6182703	0.6455939	0.4764706	0.6456229	0.6069313	0.6812752
"3,5,6,7,9,10,11"	7	0.6340014	0.6696147	0.4855769	0.6411275	0.6112666	0.7035889
"3,5,6,7,9,10,12"	7	0.6145531	0.6601422	0.4514706	0.6399562	0.6078475	0.6930752
"3,5,6,7,9,11,12"	7	0.6163371	0.6662336	0.4058228	0.6387351	0.5985951	0.7051741
"3,5,6,8,10,11,12"	7	0.605933	0.6296334	0.442577	0.6490123	0.6035657	0.6841245
"3,5,6,8,9,10,11"	7	0.6375462	0.6626199	0.5091921	0.6518466	0.6163993	0.6872818
"3,5,6,8,9,10,12"	7	0.6151271	0.6524293	0.5080972	0.6421426	0.6203507	0.6889148
"3,5,6,8,9,11,12"	7	0.6212599	0.6518307	0.4443627	0.6449479	0.6189495	0.6941092
"3,5,6,9,10,11,12"	7	0.6272968	0.6671908	0.4408134	0.6579633	0.6138665	0.7054488
"3,5,7,8,10,11,12"	7	0.6280683	0.6434456	0.4288462	0.6487684	0.6013793	0.684063
"3,5,7,8,9,10,11"	7	0.641017	0.6539096	0.4776754	0.6482297	0.6013964	0.6821771
"3,5,7,8,9,10,12"	7	0.6158276	0.6407211	0.4751719	0.6285232	0.5921745	0.6736973
"3,5,7,8,9,11,12"	7	0.6159309	0.6786753	0.4676098	0.6574344	0.6167976	0.697879
"3,5,7,9,10,11,12"	7	0.6254052	0.664509	0.4251554	0.6426415	0.5945785	0.6877105
"3,5,8,9,10,11,12"	7	0.6221355	0.6567568	0.4798185	0.6521841	0.6193704	0.6966837
"3,6,7,8,10,11,12"	7	0.5649651	0.6010859	0.3786232	0.6102018	0.5880042	0.6637707
"3,6,7,8,9,10,11"	7	0.6033169	0.6193014	0.4255556	0.6089185	0.5884244	0.6516142
"3,6,7,8,9,10,12"	7	0.5946409	0.6275647	0.4783338	0.6059755	0.5766149	0.6421694
"3,6,7,8,9,11,12"	7	0.590923	0.6173412	0.4501812	0.6117567	0.5784314	0.6291864
"3,6,7,9,10,11,12"	7	0.588547	0.629277	0.3940542	0.6072655	0.5674856	0.6473684
"3,6,8,9,10,11,12"	7	0.6087978	0.6318129	0.4263699	0.6262022	0.5831663	0.6587794
"3,7,8,9,10,11,12"	7	0.604598	0.6416602	0.441608	0.6081057	0.5889341	0.6429434
"4,5,6,7,10,11,12"	7	0.6237546	0.6528272	0.4496753	0.6620792	0.631258	0.7115076
"4,5,6,7,8,10,11"	7	0.6439976	0.65614	0.4503448	0.6578996	0.6304984	0.7156075
"4,5,6,7,8,10,12"	7	0.6379446	0.6454579	0.4539683	0.6564437	0.6426352	0.710671
"4,5,6,7,8,11,12"	7	0.63962	0.6720992	0.4383117	0.6681125	0.6428104	0.6951478
"4,5,6,7,8,9,10"	7	0.6694034	0.6778734	0.4671683	0.6690682	0.6400669	0.7209927
"4,5,6,7,8,9,11"	7	0.6675156	0.6844934	0.4395604	0.6788487	0.6488991	0.7155656
"4,5,6,7,8,9,12"	7	0.6530821	0.6747343	0.4363354	0.6670422	0.6414286	0.714375
"4,5,6,7,9,10,11"	7	0.6570361	0.6849484	0.4554545	0.6630424	0.6435277	0.7129834
"4,5,6,7,9,10,12"	7	0.6470429	0.6673712	0.4138889	0.6636966	0.6402391	0.7107034
"4,5,6,7,9,11,12"	7	0.6492527	0.6876293	0.4492041	0.6711351	0.6452286	0.7029516
"4,5,6,8,10,11,12"	7	0.6455055	0.6490948	0.4335601	0.6674024	0.6324422	0.7214609
"4,5,6,8,9,10,11"	7	0.6678193	0.6905733	0.4750446	0.6731781	0.641738	0.7291663
"4,5,6,8,9,10,12"	7	0.6630265	0.6851187	0.4505495	0.6700672	0.6337582	0.7241308
"4,5,6,8,9,11,12"	7	0.6507796	0.6935344	0.4443478	0.6806901	0.6371168	0.7145274
"4,5,6,9,10,11,12"	7	0.652322	0.6746371	0.4546067	0.6672744	0.6286635	0.7149458
"4,5,7,8,10,11,12"	7	0.6274695	0.6489238	0.4388506	0.6539095	0.6394926	0.7036984
"4,5,7,8,9,10,11"	7	0.6643203	0.690134	0.4910773	0.6754096	0.6327107	0.707087
"4,5,7,8,9,10,12"	7	0.6432139	0.6785362	0.4568627	0.6638778	0.6351491	0.7136438
"4,5,7,8,9,11,12"	7	0.6576127	0.6917391	0.484188	0.6697102	0.6314804	0.6903779
"4,5,7,9,10,11,12"	7	0.6519268	0.6816274	0.4868154	0.6697511	0.6374863	0.7094487
"4,5,8,9,10,11,12"	7	0.6563851	0.6898858	0.4764477	0.6781758	0.6332659	0.7133698
"4,6,7,8,10,11,12"	7	0.6260447	0.6558963	0.4855814	0.6580421	0.6401036	0.7009164
"4,6,7,8,9,10,11"	7	0.6676407	0.6762303	0.4904241	0.672695	0.6363679	0.7087773
"4,6,7,8,9,10,12"	7	0.6415007	0.6662579	0.5062612	0.6650174	0.6287864	0.6951276
"4,6,7,8,9,11,12"	7	0.6516761	0.6795596	0.4746067	0.6703157	0.6419839	0.7148814
"4,6,7,9,10,11,12"	7	0.6420616	0.6648273	0.4580676	0.6713693	0.6371972	0.7115009
"4,6,8,9,10,11,12"	7	0.6468241	0.6736151	0.5105183	0.6765863	0.63605	0.7248682
"4,7,8,9,10,11,12"	7	0.6400724	0.6776917	0.5058824	0.6806102	0.6245284	0.7005156
"5,6,7,8,10,11,12"	7	0.6150491	0.6346794	0.4559482	0.6426568	0.6102789	0.6987622
"5,6,7,8,9,10,11"	7	0.6434223	0.6619837	0.4713424	0.6357158	0.6209056	0.6982755
"5,6,7,8,9,10,12"	7	0.6290144	0.6547816	0.4457143	0.6381512	0.6115712	0.6736959
"5,6,7,8,9,11,12"	7	0.6164499	0.6696452	0.4670628	0.6388527	0.6178977	0.7016085
"5,6,7,9,10,11,12"	7	0.6379942	0.6544618	0.4353438	0.639508	0.6079879	0.7035232
"5,6,8,9,10,11,12"	7	0.6349893	0.6678973	0.4873805	0.6632502	0.6312064	0.7030586
"5,7,8,9,10,11,12"	7	0.6352957	0.6705993	0.4871795	0.6542928	0.5965642	0.6952262
"6,7,8,9,10,11,12"	7	0.6210534	0.6385504	0.4484649	0.6070124	0.5833633	0.6556544
"1,2,3,4,5,10,11,12"	8	0.6454946	0.6521155	0.4719275	0.6579014	0.6166591	0.6982937
"1,2,3,4,5,6,10,11"	8	0.6426662	0.6572759	0.4546067	0.6646512	0.6097459	0.6965706
"1,2,3,4,5,6,10,12"	8	0.6362361	0.6514681	0.4293478	0.6598336	0.6280876	0.6993243
"1,2,3,4,5,6,11,12"	8	0.6394622	0.6451507	0.4581818	0.6605322	0.6171968	0.6976254
"1,2,3,4,5,6,7,10"	8	0.6245219	0.653944	0.4074582	0.6606755	0.6207946	0.7011538
"1,2,3,4,5,6,7,11"	8	0.6388988	0.6563436	0.4191523	0.658445	0.6158263	0.699984
"1,2,3,4,5,6,7,12"	8	0.619827	0.6516048	0.425	0.6578792	0.6261974	0.7058195
"1,2,3,4,5,6,7,8"	8	0.633925	0.6523478	0.4246112	0.6524556	0.6230468	0.6960936
"1,2,3,4,5,6,7,9"	8	0.6474524	0.6690141	0.4462279	0.6675067	0.6308474	0.6997392
"1,2,3,4,5,6,8,10"	8	0.6493286	0.659382	0.4258198	0.6548747	0.6245717	0.7002045
"1,2,3,4,5,6,8,11"	8	0.6501377	0.6628952	0.4367033	0.6600912	0.6225215	0.6977327
"1,2,3,4,5,6,8,12"	8	0.6437384	0.6565751	0.4411303	0.6600938	0.628123	0.7032064
"1,2,3,4,5,6,8,9"	8	0.6659542	0.6807825	0.4505495	0.6762561	0.633143	0.7110068
"1,2,3,4,5,6,9,10"	8	0.6560993	0.6615862	0.4361111	0.6623413	0.6279	0.7030968
"1,2,3,4,5,6,9,11"	8	0.6547278	0.6778544	0.4546067	0.6704897	0.623008	0.7038033
"1,2,3,4,5,6,9,12"	8	0.6414812	0.6716897	0.4615385	0.6687144	0.6306867	0.7114908
"1,2,3,4,5,7,10,11"	8	0.6376201	0.6620023	0.4417077	0.6579787	0.6082051	0.6941729
